SISRS_Split,Tree_Split,Node_Age_10000,Node_Age_50000
2,15,18.873032281081482,18.794037551324525
3,16,25.164043041348428,25.058716735076413
4,17,12.582021519480712,12.529358366166484
5,18,16.776028702855363,16.705811165680117
6,19,8.388014348493098,8.352905579585098
7,20,4.194007165613328,4.176452781204993
8,21,11.184019128232944,11.137207436379722
9,22,5.5920095605246125,5.56860371454022
