1	BisBis,BosTau,BubBub,CapAeg,CapHir,ElaDav,GirTip,OdoVir,OkaJoh,OviAri...BalMys,HipAmp	3656649
2	GirTip,OkaJoh...BalMys,BisBis,BosTau,BubBub,CapAeg,CapHir,ElaDav,HipAmp,OdoVir,OviAri	834261
3	BisBis,BosTau,BubBub,CapAeg,CapHir,ElaDav,OdoVir,OviAri...BalMys,GirTip,HipAmp,OkaJoh	172717
4	ElaDav,OdoVir...BalMys,BisBis,BosTau,BubBub,CapAeg,CapHir,GirTip,HipAmp,OkaJoh,OviAri	924445
5	BisBis,BosTau,BubBub,CapAeg,CapHir,OviAri...BalMys,ElaDav,GirTip,HipAmp,OdoVir,OkaJoh	388994
6	CapAeg,CapHir,OviAri...BalMys,BisBis,BosTau,BubBub,ElaDav,GirTip,HipAmp,OdoVir,OkaJoh	1038419
7	CapAeg,CapHir...BalMys,BisBis,BosTau,BubBub,ElaDav,GirTip,HipAmp,OdoVir,OkaJoh,OviAri	405258
8	BisBis,BosTau,BubBub...BalMys,CapAeg,CapHir,ElaDav,GirTip,HipAmp,OdoVir,OkaJoh,OviAri	569276
9	BisBis,BosTau...BalMys,BubBub,CapAeg,CapHir,ElaDav,GirTip,HipAmp,OdoVir,OkaJoh,OviAri	508301
