1	EllLut,MasCou,MerUng,MusCar,MusMus,MusSpr,PerLeu,PsaObe,RatNit,RatNor...ApoSyl,ApoUra	412304
2	MasCou,MusCar,MusMus,MusSpr...ApoSyl,ApoUra,EllLut,MerUng,PerLeu,PsaObe,RatNit,RatNor	27486
3	MusCar,MusMus,MusSpr...ApoSyl,ApoUra,EllLut,MasCou,MerUng,PerLeu,PsaObe,RatNit,RatNor	255151
4	MusMus,MusSpr...ApoSyl,ApoUra,EllLut,MasCou,MerUng,MusCar,PerLeu,PsaObe,RatNit,RatNor	70704
5	EllLut,MerUng,PerLeu,PsaObe,RatNit,RatNor...ApoSyl,ApoUra,MasCou,MusCar,MusMus,MusSpr	58679
6	EllLut,MerUng,PerLeu,PsaObe...ApoSyl,ApoUra,MasCou,MusCar,MusMus,MusSpr,RatNit,RatNor	251651
7	MerUng,PsaObe...ApoSyl,ApoUra,EllLut,MasCou,MusCar,MusMus,MusSpr,PerLeu,RatNit,RatNor	599977
8	EllLut,PerLeu...ApoSyl,ApoUra,MasCou,MerUng,MusCar,MusMus,MusSpr,PsaObe,RatNit,RatNor	262264
9	RatNit,RatNor...ApoSyl,ApoUra,EllLut,MasCou,MerUng,MusCar,MusMus,MusSpr,PerLeu,PsaObe	507368
