SISRS_Split,Tree_Split,Node_Age
1,38,21.366781902315182
2,40,28.483106317014602
3,41,14.259794163614373
4,42,9.46748842206459
5,43,4.764075171411648
6,44,4.754514284847545
7,45,14.304062027344855
8,46,9.418378582865955
9,47,4.812298432827376
10,48,2.426028994134839
11,39,42.71988894482114
12,50,26.07442129447294
13,51,13.237547102503086
14,52,17.98109500665855
15,53,8.247438266702744
16,54,11.991026332574847
17,55,4.887573030052167
18,56,9.607733171386997
19,57,2.00321186298099
20,58,7.6650295532575115
21,59,2.5474548872248164
22,60,1.2508795920720956
24,61,45.99941713074412
25,62,37.01544683135741
26,63,27.78165222957837
27,64,18.480573598224808
28,65,9.250634239851792
29,66,13.889507089866001
30,67,6.929583908773537
31,68,18.506121687722796
32,69,23.13642791394875
33,70,27.76712064190272
1,38,22.565354611386667
2,40,30.0815762047977
3,41,15.05739896374692
4,42,10.002442165424142
5,43,5.029042340153424
6,44,5.0202836940559195
7,45,15.098077147547869
8,46,9.957345166300968
9,47,5.073184887589903
10,48,2.555062211629206
11,39,45.1155221625577
12,50,26.58574595469082
13,51,13.496368857573216
14,52,18.332385563828055
15,53,8.40934001386698
16,54,12.225567164831588
17,55,4.984128223593132
18,56,9.793435968540436
19,57,2.0437712443177247
20,58,7.815145273139976
21,59,2.5973458265270466
22,60,1.2754137836508335
24,61,47.64329517395653
25,62,38.32496771668441
26,63,28.763245314178747
27,64,19.13607531165586
28,65,9.578104379637907
29,66,14.380339173630347
30,67,7.1754145635468944
31,68,19.160926624610312
32,69,23.954831313672756
33,70,28.74910845014078
1,38,21.076381024719595
2,40,28.088057469136473
3,41,14.087141615468752
4,42,9.29969161934305
5,43,4.721360779957834
6,44,4.698575558759316
7,45,14.189744217222042
8,46,9.185062818458746
9,47,4.83725108867543
10,48,2.459753499907322
11,39,42.12562826881269
12,50,31.852409363067622
13,51,16.19428603121412
14,52,22.00550432588527
15,53,10.071963120027291
16,54,14.671580463616948
17,55,5.951147789757002
18,56,11.833565936338303
19,57,2.397995231186954
20,58,9.369552139330608
21,59,3.1058733265202108
22,60,1.5247957179814193
24,61,46.22881845366997
25,62,37.44557740184618
26,63,28.128216772613555
27,64,18.663142152322663
28,65,9.354244082678022
29,66,14.061241950786354
30,67,6.997281823065222
31,68,18.71925396556081
32,69,23.407302832494082
33,70,28.096372195390472
1,38,21.948345221798277
2,40,29.256688401583574
3,41,14.65222856341255
4,42,9.717052290710527
5,43,4.898253772263018
6,44,4.885706163776447
7,45,14.710015640420053
8,46,9.65285604815466
9,47,4.961664681715106
10,48,2.5062145364863824
11,39,43.87898593357885
12,50,28.49870562974516
13,51,14.471022566885722
14,52,19.655334680398568
15,53,9.01747974060288
16,54,13.107844972238624
17,55,5.345647231245721
18,56,10.50202669200874
19,57,2.190776749668572
20,58,8.383181982978982
21,59,2.7814565811742114
22,60,1.3656465227056742
24,61,48.302181452074414
25,62,38.90511401032384
26,63,29.203397536757706
27,64,19.419322119472923
28,65,9.722323911524924
29,66,14.600087164708626
30,67,7.281472384369394
31,68,19.450596031690964
32,69,24.317861703856508
33,70,29.185614441091573
1,38,22.031121456055203
2,40,29.360854853816335
3,41,14.724378141110535
4,42,9.722857999518169
5,43,4.934218096017062
6,44,4.911046192623488
7,45,14.828923513313484
8,46,9.60611603187131
9,47,5.052039114206465
10,48,2.568220503276123
11,39,44.03563364085803
12,50,32.9992659868026
13,51,16.77778362281005
14,52,22.802248827137632
15,53,10.428504359640797
16,54,15.202886023155443
17,55,6.154227521933279
18,56,12.297844668582101
19,57,2.462308053752224
20,58,9.706729534518146
21,59,3.2124494409743107
22,60,1.5768442233868143
24,61,44.335607836745716
25,62,36.05978195361989
26,63,27.101962049234132
27,64,17.952457377476776
28,65,9.005613729675588
29,66,13.54728414867904
30,67,6.730351313645301
31,68,18.025291270757506
32,69,22.54225683212188
33,70,27.060687304444542
1,38,20.61943712334113
2,40,27.479734494673963
3,41,13.779810059481363
4,42,9.10140888410271
5,43,4.617048271915735
6,44,4.5959301419874805
7,45,13.875124961645781
8,46,8.994983830901376
9,47,4.724400675560929
10,48,2.4007870044804065
11,39,41.21246579942524
12,50,30.779003616750117
13,51,15.646638225232223
14,52,21.259703757107744
15,53,9.734335088719774
16,54,14.174563057657764
17,55,5.754935406667258
18,56,11.418616299164412
19,57,2.326517992747199
20,58,9.05243267253718
21,59,3.0032645401583693
22,60,1.4743127889615693
24,61,46.09135598130607
25,62,37.28229409777089
26,63,28.00049157516088
27,64,18.588649713567847
28,65,9.3142928270059
29,66,13.997717121870721
30,67,6.969516684953717
31,68,18.63804112268184
32,69,23.304810097732613
33,70,27.9724480682154
1,38,20.75298582469125
2,40,27.652036862466275
3,41,13.88382284134886
4,42,9.13275550919245
5,43,4.6625600761773
6,44,4.631708067489754
7,45,14.020430761490402
8,46,8.97946213906637
9,47,4.820129189630322
10,48,2.4610151420295097
11,39,41.468735698787306
12,50,33.79449034987493
13,51,17.2014403669548
14,52,23.380316019257577
15,53,10.68519419851377
16,54,15.585707596692174
17,55,6.300194578149501
18,56,12.631994304975294
19,57,2.5088529532189057
20,58,9.946835531068132
21,59,3.2908381616513935
22,60,1.614952090984346
24,61,44.51882453729811
25,62,36.25767429821899
26,63,27.255628185163175
27,64,18.044282607909068
28,65,9.054212318907275
29,66,13.623783974937695
30,67,6.7646159123755325
31,68,18.123813808162538
32,69,22.666372129839743
33,70,27.21057992744504
1,38,20.720667682344015
2,40,27.61267287381483
3,41,13.85251451136277
4,42,9.136559786195605
5,43,4.6450714144609435
6,44,4.620562132618218
7,45,13.962381442421943
8,46,9.013672842505159
9,47,4.769876033776242
10,48,2.4281667939627027
11,39,41.41069637164561
12,50,32.00970585102801
13,51,16.279062027453136
14,52,22.12091947753798
15,53,10.123595634329362
16,54,14.747880213193184
17,55,5.980948217775975
18,56,11.89771724846122
19,57,2.4089447636167307
20,58,9.417152880739522
21,59,3.122023711197315
22,60,1.5325609265001958
24,61,46.685434800386346
25,62,37.80787321128614
26,63,28.399623409201908
27,64,18.844724563151516
28,65,9.444872496708129
29,66,14.196964187204884
30,67,7.065385992160188
31,68,18.90042961810512
32,69,23.63371389943471
33,70,28.368005747058106
1,38,21.895309135382732
2,40,29.18736369880564
3,41,14.613787835069417
4,42,9.699773768377497
5,43,4.883107493876125
6,44,4.872631234864869
7,45,14.662221878726228
8,46,9.646019436831622
9,47,4.935989896521789
10,48,2.489596344650195
11,39,43.77808200726461
12,50,27.140161632566915
13,51,13.77918307272354
14,52,18.717860230166934
15,53,8.582738599270627
16,54,12.482168478618291
17,55,5.084394274381523
18,56,9.994540222730748
19,57,2.0847902222224235
20,58,7.991079338064608
21,59,2.6496829871230574
22,60,1.3007634192592263
24,61,48.732394479166295
25,62,39.200576025381686
26,63,29.420360554046766
27,64,19.573328859239837
28,65,9.796940132265092
29,66,14.708869673959299
30,67,7.339370990172469
31,68,19.59869756405989
32,69,24.502123068009936
33,70,29.40592642151192
1,38,22.080213681446054
2,40,29.42585983059182
3,41,14.755457413815478
4,42,9.745047792476456
5,43,4.944161507355986
6,44,4.921359478110389
7,45,14.858395838109786
8,46,9.630120432193166
9,47,5.06005572034347
10,48,2.5717217420280605
11,39,44.11991646515522
12,50,32.925581425717844
13,51,16.748149050282933
14,52,22.76065774512719
15,53,10.410915806467756
16,54,15.174137506783566
17,55,6.145780806675077
18,56,12.26370813037191
19,57,2.463422889295117
20,58,9.691485626519409
21,59,3.2067790757023857
22,60,1.5737881968854595
24,61,45.268991521274515
25,62,36.770563841646265
26,63,27.631324604949143
27,64,18.312909296945094
28,65,9.183933949687429
29,66,13.812200253043457
30,67,6.8656407246412385
31,68,18.380986303160824
32,69,22.986192460881057
33,70,27.592725164230984
1,38,22.134259175897483
2,40,29.505762698279355
3,41,14.77325890818868
4,42,9.805313473409399
5,43,4.936478891868177
6,44,4.925812657626267
7,45,14.822578192226601
8,46,9.750580182092435
9,47,4.990303781826427
10,48,2.517166656904351
11,39,44.254054085263704
12,50,27.501792161728545
13,51,13.96317341262322
14,52,18.967530496378657
15,53,8.698119297934042
16,54,12.64905157253024
17,55,5.15295669066299
18,56,10.143500663066291
19,57,2.1066225738749864
20,58,8.086486826501996
21,59,2.6834984452559922
22,60,1.318020507193495
24,61,47.13619404687841
25,62,37.95653425513912
26,63,28.49046887962136
27,64,18.947053133058475
28,65,9.485419455402933
29,66,14.243720463086689
30,67,7.104418467741027
31,68,18.976425174003595
32,69,23.72486959601045
33,70,28.473764202084695
1,38,22.196570509160395
2,40,29.58434240343574
3,41,14.82677460256501
4,42,9.810810672374942
5,43,4.962780789379508
6,44,4.944585872338919
7,45,14.909673783365733
8,46,9.718464158272155
9,47,5.055051806571797
10,48,2.5623619300980778
11,39,44.3705821460615
12,50,31.3787410687696
13,51,15.944043403432431
14,52,21.662998011082948
15,53,9.922037223423416
16,54,14.444698757409597
17,55,5.867876366342202
18,56,11.6302836770042
19,57,2.37588411527301
20,58,9.22566152333519
21,59,3.06043795879593
22,60,1.5025879345269715
24,61,47.15905314452731
25,62,38.13883256443862
26,63,28.643088621823992
27,64,19.016652782494347
28,65,9.528395099878182
29,66,14.319001956348657
30,67,7.13001239835674
31,68,19.066293002104317
32,69,23.84016451107351
33,70,28.614898976849062
1,38,21.08906366162961
2,40,28.109730585162495
3,41,14.083647761105567
4,42,9.32812441810141
5,43,4.711504800130726
6,44,4.696483589891642
7,45,14.1523771351427
8,46,9.251651220255383
9,47,4.787562447718557
10,48,2.423216546400937
11,39,42.162157561772204
12,50,28.844065201918696
13,51,14.64998419908602
14,52,19.902197577268197
15,53,9.122073343714291
16,54,13.271368348086725
17,55,5.400331274711121
18,56,10.659300886417142
19,57,2.1997492831713714
20,58,8.478838489635208
21,59,2.816101819842629
22,60,1.3829073844674156
24,61,46.88016753755994
25,62,37.80705056716112
26,63,28.383672529718567
27,64,18.865109299426493
28,65,9.447183630342522
29,66,14.189977057783167
30,67,7.073520094680006
31,68,18.901255913430987
32,69,23.631897954061515
33,70,28.363125886855656
1,38,20.688173248137005
2,40,27.570827054761338
3,41,13.828634714145537
4,42,9.127833732877704
5,43,4.635064534366833
6,44,4.612389024607381
7,45,13.930661348868213
8,46,9.013831241187276
9,47,4.750409805240437
10,48,2.4159732075505786
11,39,41.3549939255835
12,50,31.38887021760445
13,51,15.954626952864146
14,52,21.67944300502802
15,53,9.92426454423871
16,54,14.454729370831757
17,55,5.864951430515063
18,56,11.653941950184873
19,57,2.366441890806655
20,58,9.229103158969949
21,59,3.0623126732629373
22,60,1.5033010540916507
24,61,46.048347733814296
25,62,37.28072885555418
26,63,28.002564029730564
27,64,18.583462189904438
28,65,9.313365400605775
29,66,13.998544099569287
30,67,6.967467550618878
31,68,18.63699578970187
32,69,23.304104524181156
33,70,27.972176352199227
1,38,21.980874595368775
2,40,29.29865697734472
3,41,14.67833872854628
4,42,9.723953533983007
5,43,4.909902800227414
6,44,4.894733438406504
7,45,14.747816819366037
8,46,9.646676314956125
9,47,4.986666097693984
10,48,2.52323371128287
11,39,43.94440907398227
12,50,29.798920378251537
13,51,15.1358887750132
14,52,20.56377562167137
15,53,9.422115073699985
16,54,13.712503247001507
17,55,5.5751266067239555
18,56,11.026184993267293
19,57,2.2644722616601882
20,58,8.759283058929952
21,59,2.9084605275881046
22,60,1.4282758856243305
24,61,46.068974767945576
25,62,37.215590826492125
26,63,27.945678403957942
27,64,18.561783007540953
28,65,9.298401387783272
29,66,13.970617963159881
30,67,6.9595953152546315
31,68,18.60507420923895
32,69,23.262714484536914
33,70,27.921086125284774
1,38,20.654258066652645
2,40,27.53205992505562
3,41,13.788689384584288
4,42,9.144699380523974
5,43,4.6094779199879525
6,44,4.597756310177715
7,45,13.842696021408969
8,46,9.084704240054677
9,47,4.668737340284125
10,48,2.3581052415821517
11,39,41.297848642294106
12,50,26.721770709970997
13,51,13.566989306035211
14,52,18.430038851377304
15,53,8.450247353272275
16,54,12.290406325032194
17,55,5.0050208707164074
18,56,9.859959859230415
19,57,2.0448283447218216
20,58,7.854678900752901
21,59,2.6090522858395815
22,60,1.2810937401762459
24,61,44.887012450384304
25,62,36.16462430099095
26,63,27.147282151948147
27,64,18.050089328344313
28,65,9.037319809765265
29,66,13.572080554452853
30,67,6.768030713692127
31,68,18.08041109346128
32,69,22.604989583303478
33,70,27.130043256878565
1,38,22.495588196084427
2,40,29.984965862079036
3,41,15.020897216462686
4,42,9.953310398759669
5,43,5.023806689736006
6,44,5.008893199256448
7,45,15.089314586827513
8,46,9.87723409460142
9,47,5.0992662283886006
10,48,2.5792138307283494
11,39,44.97170272522755
12,50,30.186205967443357
13,51,15.33338674955138
14,52,20.832449291594216
15,53,9.54430403387019
16,54,13.891675085521285
17,55,5.646530187066688
18,56,11.174262152527035
19,57,2.290730677926888
20,58,8.875924916573723
21,59,2.9439114319025634
22,60,1.445050217771552
24,61,46.1675572539254
25,62,37.310412621629666
26,63,28.01835244282347
27,64,18.60708615648086
28,65,9.321852346444317
29,66,14.006855279141874
30,67,6.976532843232775
31,68,18.652361571485756
32,69,23.32211183878249
33,70,27.99263649638658
1,38,22.565930864179336
2,40,30.081646716081757
3,41,15.059289613683035
4,42,9.999571851921843
5,43,5.030823115266912
6,44,5.02104434392966
7,45,15.104613342319155
8,46,9.949300187582196
9,47,5.0801387541402505
10,48,2.560480956291002
11,39,45.11363260687789
12,50,27.289087401096538
13,51,13.856335638657342
14,52,18.823041645409063
15,53,8.630200938265574
16,54,12.552252066690073
17,55,5.111445990957051
18,56,10.071246405620613
19,57,2.0874628888029747
20,58,8.02122687763503
21,59,2.665028150636516
22,60,1.308510019053628
24,61,45.28350089359134
25,62,36.49631767931047
26,63,27.39743576300907
27,64,18.214057964392055
28,65,9.120016987650871
29,66,13.697065968725951
30,67,6.829476259229196
31,68,18.246144260696227
32,69,22.81241483611184
33,70,27.379193515922907
1,38,20.934860990627797
2,40,27.904347657407598
3,41,13.98049370259335
4,42,9.26046207265648
5,43,4.676806769437405
