SISRS_Split,Tree_Split,Node_Age
2,15,18.270336271580817
3,16,24.360448362071928
4,17,12.18022417904227
5,18,16.240298921332453
6,19,8.12014945607055
7,20,4.060074715042703
8,21,10.826865936574151
9,22,5.413432962910868
2,15,18.012498385286698
3,16,24.016664513664598
4,17,12.008332254145266
5,18,16.011109693949848
6,19,8.005554840921754
7,20,4.002777402417905
8,21,10.674073114275977
9,22,5.337036549817647
2,15,18.438921748150825
3,16,24.585228997495403
4,17,12.292614496637349
5,18,16.390152679160984
6,19,8.195076334768295
7,20,4.097538153430918
8,21,10.926768441065363
9,22,5.463384214813601
2,15,18.691954643285676
3,16,24.92260619102119
4,17,12.461303093980845
5,18,16.615070804083906
6,19,8.30753539844985
7,20,4.15376768950199
8,21,11.076713861066587
9,22,5.5383569264425105
2,15,18.35620429599168
3,16,24.474939061287298
4,17,12.237469528698867
5,18,16.316626053815092
6,19,8.158313022423748
7,20,4.079156498541529
8,21,10.877750691833349
9,22,5.438875340672951
2,15,18.32782238187714
3,16,24.4370965091251
4,17,12.218548252205466
5,18,16.291397688650918
6,19,8.145698838994292
7,20,4.0728494037507375
8,21,10.860931779289004
9,22,5.430465883234504
2,15,18.842580597368844
3,16,25.123440796463928
4,17,12.561720396651658
5,18,16.748960541442052
6,19,8.374480267044682
7,20,4.187240123350847
8,21,11.165973685644012
9,22,5.582986838578471
2,15,19.124599490411327
3,16,25.499465987167962
4,17,12.749732991198883
5,18,16.999644007735064
6,19,8.499821998579293
7,20,4.249910982958255
8,21,11.33309599168868
9,22,5.666547989303005
2,15,18.31924722643457
3,16,24.425662968546963
4,17,12.212831482432591
5,18,16.283775324568083
6,19,8.141887658008855
7,20,4.0709438171305266
8,21,10.855850206291905
9,22,5.42792509819936
2,15,18.747178361797218
3,16,24.99623781570381
4,17,12.49811890635101
5,18,16.66415855367881
6,19,8.332079273312893
7,20,4.1660396271244196
8,21,11.10943902762316
9,22,5.55471950979895
2,15,18.361519568998297
3,16,24.48202609195366
4,17,12.24101304363316
5,18,16.321350743781885
6,19,8.160675366591143
7,20,4.080337667634488
8,21,10.880900482782508
9,22,5.440450235017124
2,15,18.381825335766727
3,16,24.509100447663325
4,17,12.254550222295869
5,18,16.33940030847875
6,19,8.169700150598693
7,20,4.084850065676804
8,21,10.892933530690982
9,22,5.44646676125879
2,15,18.591290566812788
3,16,24.788387422383263
4,17,12.394193709329905
5,18,16.52559162734525
6,19,8.262795809389466
7,20,4.131397892528241
8,21,11.017061074627975
9,22,5.508530532288766
2,15,19.327340003346606
3,16,25.76978667109757
4,17,12.884893333862479
5,18,17.179857792059323
6,19,8.589928892192688
7,20,4.294964434923308
8,21,11.453238518675278
9,22,5.726619254765538
2,15,19.08806197483225
3,16,25.450749299755987
4,17,12.72537464864638
5,18,16.96716620786085
6,19,8.48358310099529
7,20,4.241791542834271
8,21,11.311444131943041
9,22,5.655722062701209
2,15,18.170729959373304
3,16,24.227639945797193
4,17,12.113819970978653
5,18,16.151759976593937
6,19,8.075879983841148
7,20,4.037939979530442
8,21,10.767839973874466
9,22,5.383919981777829
2,15,19.247535162505272
3,16,25.66338021663811
4,17,12.831690106443432
5,18,17.10892015709355
6,19,8.5544600743143
7,20,4.277230024594452
8,21,11.405946760922873
9,22,5.702973375356727
2,15,19.410212027451948
3,16,25.88028270323882
4,17,12.940141349980479
5,18,17.25352181316373
6,19,8.626760902849817
7,20,4.31338044057577
8,21,11.502347866345389
9,22,5.751173928730353
2,15,19.28803299668241
3,16,25.717377328873795
4,17,12.858688662544793
5,18,17.144918232043395
6,19,8.572459111759485
7,20,4.286229543177839
8,21,11.42994547745181
9,22,5.714972733572232
2,15,18.853278043975088
3,16,25.137704058605745
4,17,12.568852027731303
5,18,16.75846938280975
6,19,8.379234687747648
7,20,4.189617333763131
8,21,11.17231291327223
9,22,5.586156452416681
2,15,19.440489763216334
3,16,25.920653017593402
4,17,12.960326507252361
5,18,17.280435355395028
6,19,8.640217674160986
7,20,4.320108826931161
8,21,11.520290228388497
9,22,5.760145110018463
2,15,18.45228544905583
3,16,24.60304726536853
4,17,12.301523630566614
5,18,16.402031524465457
6,19,8.201015757408221
7,20,4.10050786468819
8,21,10.93468767122225
9,22,5.467343829870416
